#Motion Sensor Data File Sep 25, 2017 5:44 PM
#Time (s)	Distance (cm)	Dist Error (cm)
#0.000	17.771	0.239
69.740	20.990	0.239
69.750	21.023	0.239
69.760	21.056	0.239
69.770	20.823	0.239
69.780	20.916	0.239
69.790	21.302	0.239
69.800	21.129	0.239
69.810	21.480	0.239
69.820	21.681	0.239
69.830	21.766	0.239
69.840	21.967	0.239
69.850	22.099	0.239
69.860	22.313	0.239
69.870	22.531	0.239
69.880	22.672	0.239
69.890	22.933	0.239
69.900	23.100	0.239
69.910	23.343	0.239
69.920	23.501	0.239
69.930	23.711	0.239
69.940	23.942	0.239
69.950	24.083	0.239
69.960	24.318	0.239
69.970	24.450	0.239
69.980	24.651	0.239
69.990	24.800	0.239
70.000	24.992	0.239
70.010	25.073	0.239
70.020	25.274	0.239
70.030	25.320	0.239
70.040	25.465	0.239
70.050	25.559	0.239
70.060	25.566	0.239
70.070	25.613	0.239
70.080	25.650	0.239
70.090	25.683	0.239
70.100	25.674	0.239
70.110	25.638	0.239
70.120	25.594	0.239
70.130	25.528	0.239
70.140	25.415	0.239
70.150	25.328	0.239
70.160	25.262	0.239
70.170	25.115	0.239
70.180	24.968	0.239
70.190	24.851	0.239
70.200	24.673	0.239
70.210	24.487	0.239
70.220	24.344	0.239
70.230	24.102	0.239
70.240	23.981	0.239
70.250	23.696	0.239
70.260	23.574	0.239
70.270	23.302	0.239
70.280	23.091	0.239
70.290	22.943	0.239
70.300	22.675	0.239
70.310	22.558	0.239
70.320	22.295	0.239
70.330	22.139	0.239
70.340	21.966	0.239
70.350	21.805	0.239
70.360	21.675	0.239
70.370	21.584	0.239
70.380	21.196	0.239
70.390	21.272	0.239
70.400	20.961	0.239
70.410	21.098	0.239
70.420	20.770	0.239
70.430	20.962	0.239
70.440	20.961	0.239
70.450	20.913	0.239
70.460	20.920	0.239
70.470	20.958	0.239
70.480	21.055	0.239
70.490	21.080	0.239
70.500	20.847	0.239
70.510	21.245	0.239
70.520	21.098	0.239
70.530	21.463	0.239
70.540	21.612	0.239
70.550	21.447	0.239
70.560	21.889	0.239
70.570	21.798	0.239
70.580	22.265	0.239
70.590	22.186	0.239
70.600	22.649	0.239
70.610	22.795	0.239
70.620	22.996	0.239
70.630	23.222	0.239
70.640	23.389	0.239
70.650	23.641	0.239
70.660	23.825	0.239
70.670	24.000	0.239
70.680	24.231	0.239
70.690	24.359	0.239
70.700	24.603	0.239
70.710	24.700	0.239
70.720	24.919	0.239
70.730	24.999	0.239
70.740	25.192	0.239
70.750	25.307	0.239
70.760	25.366	0.239
70.770	25.489	0.239
70.780	25.561	0.239
70.790	25.586	0.239
70.800	25.645	0.239
70.810	25.665	0.239
70.820	25.664	0.239
70.830	25.650	0.239
70.840	25.623	0.239
70.850	25.575	0.239
70.860	25.509	0.239
70.870	25.396	0.239
70.880	25.279	0.239
70.890	25.204	0.239
70.900	25.036	0.239
70.910	24.936	0.239
70.920	24.750	0.239
70.930	24.633	0.239
70.940	24.386	0.239
70.950	24.274	0.239
70.960	24.023	0.239
70.970	23.888	0.239
70.980	23.638	0.239
70.990	23.452	0.239
71.000	23.253	0.239
71.010	23.002	0.239
71.020	22.864	0.239
71.030	22.639	0.239
71.040	22.431	0.239
71.050	22.310	0.239
71.060	21.892	0.239
71.070	21.960	0.239
71.080	21.528	0.239
71.090	21.626	0.239
71.100	21.217	0.239
71.110	21.366	0.239
71.120	21.279	0.239
71.130	20.895	0.239
71.140	21.100	0.239
71.150	20.777	0.239
71.160	21.008	0.239
71.170	20.946	0.239
71.180	20.713	0.239
71.190	20.720	0.239
71.200	20.745	0.239
71.210	20.813	0.239
71.220	21.104	0.239
71.230	20.935	0.239
71.240	21.317	0.239
71.250	21.131	0.239
71.260	21.525	0.239
71.270	21.691	0.239
71.280	21.557	0.239
71.290	21.947	0.239
71.300	22.019	0.239
71.310	22.289	0.239
71.320	22.477	0.239
71.330	22.661	0.239
71.340	22.853	0.239
71.350	23.088	0.239
71.360	23.263	0.239
71.370	23.516	0.239
71.380	23.691	0.239
71.390	23.901	0.239
71.400	24.089	0.239
71.410	24.311	0.239
71.420	24.413	0.239
71.430	24.657	0.239
71.440	24.737	0.239
71.450	24.955	0.239
71.460	25.028	0.239
71.470	25.203	0.239
71.480	25.326	0.239
71.490	25.372	0.239
71.500	25.500	0.239
71.510	25.572	0.239
71.520	25.592	0.239
71.530	25.596	0.239
71.540	25.616	0.239
71.550	25.640	0.239
71.560	25.618	0.239
71.570	25.574	0.239
71.580	25.512	0.239
71.590	25.400	0.239
71.600	25.291	0.239
71.610	25.247	0.239
71.620	25.121	0.239
71.630	24.956	0.239
71.640	24.814	0.239
71.650	24.657	0.239
71.660	24.467	0.239
71.670	24.337	0.239
71.680	24.095	0.239
71.690	23.961	0.239
71.700	23.702	0.239
71.710	23.585	0.239
71.720	23.308	0.239
71.730	23.161	0.239
71.740	22.902	0.239
71.750	22.724	0.239
71.760	22.586	0.239
71.770	22.172	0.239
71.780	22.205	0.239
71.790	21.770	0.239
71.800	21.872	0.239
71.810	21.660	0.239
71.820	21.598	0.239
71.830	21.171	0.239
71.840	21.334	0.239
71.850	21.251	0.239
71.860	20.872	0.239
71.870	21.111	0.239
71.880	20.792	0.239
71.890	20.757	0.239
71.900	20.983	0.239
71.910	21.012	0.239
71.920	21.033	0.239
71.930	21.074	0.239
71.940	20.862	0.239
71.950	20.900	0.239
71.960	21.299	0.239
71.970	21.125	0.239
71.980	21.455	0.239
71.990	21.661	0.239
72.000	21.483	0.239
72.010	21.895	0.239
72.020	21.804	0.239
72.030	22.254	0.239
72.040	22.386	0.239
72.050	22.638	0.239
72.060	22.801	0.239
72.070	22.984	0.239
72.080	23.202	0.239
72.090	23.403	0.239
72.100	23.643	0.239
72.110	23.779	0.239
72.120	24.019	0.239
72.130	24.211	0.239
72.140	24.352	0.239
72.150	24.570	0.239
72.160	24.685	0.239
72.170	24.899	0.239
72.180	24.980	0.239
72.190	25.163	0.239
72.200	25.282	0.239
72.210	25.312	0.239
72.220	25.456	0.239
72.230	25.528	0.239
72.240	25.575	0.239
72.250	25.578	0.239
72.260	25.598	0.239
72.270	25.614	0.239
72.280	25.617	0.239
72.290	25.599	0.239
72.300	25.546	0.239
72.310	25.463	0.239
72.320	25.342	0.239
72.330	25.255	0.239
72.340	25.180	0.239
72.350	25.008	0.239
72.360	24.903	0.239
72.370	24.704	0.239
72.380	24.591	0.239
72.390	24.366	0.239
72.400	24.219	0.239
72.410	24.016	0.239
72.420	23.804	0.239
72.430	23.665	0.239
72.440	23.423	0.239
72.450	23.255	0.239
72.460	22.978	0.239
72.470	22.857	0.239
72.480	22.602	0.239
72.490	22.420	0.239
72.500	22.312	0.239
72.510	21.868	0.239
72.520	21.957	0.239
72.530	21.513	0.239
72.540	21.606	0.239
72.550	21.227	0.239
72.560	21.342	0.239
72.570	21.289	0.239
72.580	20.931	0.239
72.590	21.110	0.239
72.600	20.791	0.239
72.610	20.790	0.239
72.620	21.025	0.239
72.630	21.016	0.239
72.640	21.023	0.239
72.650	21.043	0.239
72.660	21.085	0.239
72.670	20.869	0.239
72.680	20.958	0.239
72.690	21.305	0.239
72.700	21.167	0.239
72.710	21.531	0.239
72.720	21.693	0.239
72.730	21.860	0.239
72.740	21.996	0.239
72.750	22.171	0.239
72.760	22.316	0.239
72.770	22.552	0.239
72.780	22.477	0.239
72.790	22.919	0.239
72.800	23.051	0.239
72.810	23.321	0.239
72.820	23.457	0.239
72.830	23.710	0.239
72.840	23.915	0.239
72.850	24.052	0.239
72.860	24.300	0.239
72.870	24.406	0.239
72.880	24.646	0.239
72.890	24.748	0.239
72.900	24.953	0.239
72.910	25.025	0.239
72.920	25.200	0.239
72.930	25.250	0.239
72.940	25.382	0.239
72.950	25.476	0.239
72.960	25.509	0.239
72.970	25.555	0.239
72.980	25.615	0.239
72.990	25.622	0.239
73.000	25.612	0.239
73.010	25.590	0.239
73.020	25.550	0.239
73.030	25.488	0.239
73.040	25.414	0.239
73.050	25.297	0.239
73.060	25.232	0.239
73.070	25.067	0.239
73.080	24.984	0.239
73.090	24.798	0.239
73.100	24.676	0.239
73.110	24.507	0.239
73.120	24.313	0.239
73.130	24.140	0.239
73.140	23.958	0.239
73.150	23.725	0.239
73.160	23.573	0.239
73.170	23.327	0.239
73.180	23.184	0.239
73.190	22.938	0.239
73.200	22.786	0.239
73.210	22.600	0.239
73.220	22.350	0.239
73.230	22.219	0.239
73.240	21.793	0.239
73.250	21.899	0.239
73.260	21.472	0.239
73.270	21.592	0.239
73.280	21.208	0.239
73.290	21.387	0.239
73.300	21.274	0.239
73.310	20.934	0.239
73.320	21.096	0.239
73.330	21.069	0.239
73.340	20.784	0.239
73.350	20.787	0.239
73.360	20.992	0.239
73.370	20.858	0.239
73.380	20.822	0.239
73.390	20.851	0.239
73.400	21.190	0.239
73.410	21.279	0.239
73.420	21.196	0.239
73.430	21.470	0.239
73.440	21.667	0.239
73.450	21.532	0.239
73.460	21.935	0.239
73.470	21.827	0.239
73.480	22.273	0.239
73.490	22.185	0.239
73.500	22.610	0.239
73.510	22.802	0.239
73.520	22.986	0.239
73.530	23.178	0.239
73.540	23.414	0.239
73.550	23.593	0.239
73.560	23.760	0.239
73.570	23.978	0.239
73.580	24.140	0.239
73.590	24.332	0.239
73.600	24.512	0.239
73.610	24.665	0.239
73.620	24.828	0.239
73.630	25.003	0.239
73.640	25.070	0.239
73.650	25.241	0.239
73.660	25.292	0.239
73.670	25.368	0.239
73.680	25.483	0.239
73.690	25.533	0.239
73.700	25.558	0.239
73.710	25.552	0.239
73.720	25.543	0.239
73.730	25.542	0.239
73.740	25.510	0.239
73.750	25.458	0.239
73.760	25.370	0.239
73.770	25.292	0.239
73.780	25.248	0.239
73.790	25.126	0.239
73.800	24.975	0.239
73.810	24.879	0.239
73.820	24.693	0.239
73.830	24.571	0.239
73.840	24.347	0.239
73.850	24.225	0.239
73.860	24.018	0.239
73.870	23.806	0.239
73.880	23.659	0.239
73.890	23.412	0.239
73.900	23.274	0.239
73.910	22.997	0.239
73.920	22.884	0.239
73.930	22.557	0.239
73.940	22.512	0.239
73.950	22.283	0.239
73.960	22.123	0.239
73.970	21.988	0.239
73.980	21.807	0.239
73.990	21.685	0.239
74.000	21.590	0.239
74.010	21.171	0.239
74.020	21.273	0.239
74.030	21.251	0.239
74.040	20.889	0.239
74.050	21.124	0.239
74.060	21.041	0.239
74.070	20.782	0.239
74.080	20.777	0.239
74.090	20.788	0.239
74.100	20.809	0.239
74.110	20.868	0.239
74.120	21.198	0.239
74.130	21.261	0.239
74.140	21.350	0.239
74.150	21.211	0.239
74.160	21.636	0.239
74.170	21.450	0.239
74.180	21.875	0.239
74.190	21.847	0.239
74.200	22.216	0.239
74.210	22.108	0.239
74.220	22.562	0.239
74.230	22.509	0.239
74.240	22.951	0.239
74.250	23.143	0.239
74.260	23.301	0.239
74.270	23.532	0.239
74.280	23.686	0.239
74.290	23.921	0.239
74.300	24.053	0.239
74.310	24.297	0.239
74.320	24.408	0.239
74.330	24.630	0.239
74.340	24.737	0.239
74.350	24.933	0.239
74.360	25.014	0.239
74.370	25.180	0.239
74.380	25.261	0.239
74.390	25.345	0.239
74.400	25.435	0.239
74.410	25.511	0.239
74.420	25.544	0.239
74.430	25.582	0.239
74.440	25.589	0.239
74.450	25.597	0.239
74.460	25.574	0.239
74.470	25.534	0.239
74.480	25.468	0.239
74.490	25.356	0.239
74.500	25.269	0.239
74.510	25.203	0.239
74.520	25.073	0.239
74.530	24.977	0.239
74.540	24.783	0.239
74.550	24.670	0.239
74.560	24.475	0.239
74.570	24.336	0.239
74.580	24.103	0.239
74.590	23.964	0.239
74.600	23.718	0.239
74.610	23.584	0.239
74.620	23.333	0.239
74.630	23.181	0.239
74.640	22.961	0.239
74.650	22.771	0.239
74.660	22.632	0.239
74.670	22.373	0.239
74.680	22.268	0.239
74.690	21.829	0.239
74.700	21.939	0.239
74.710	21.500	0.239
74.720	21.632	0.239
74.730	21.252	0.239
74.740	21.398	0.239
74.750	21.276	0.239
74.760	21.004	0.239
74.770	21.132	0.239
74.780	20.907	0.239
74.790	20.794	0.239
74.800	20.802	0.239
74.810	20.861	0.239
74.820	20.843	0.239
74.830	20.841	0.239
74.840	20.887	0.239
74.850	21.239	0.239
74.860	21.315	0.239
74.870	21.181	0.239
74.880	21.502	0.239
74.890	21.664	0.239
74.900	21.538	0.239
74.910	21.945	0.239
74.920	21.837	0.239
74.930	22.296	0.239
74.940	22.243	0.239
74.950	22.616	0.239
74.960	22.774	0.239
74.970	22.992	0.239
74.980	23.176	0.239
74.990	23.407	0.239
75.000	23.608	0.239
75.010	23.757	0.239
75.020	23.997	0.239
75.030	24.125	0.239
75.040	24.338	0.239
75.050	24.475	0.239
75.060	24.680	0.239
75.070	24.774	0.239
75.080	24.966	0.239
75.090	25.033	0.239
75.100	25.209	0.239
75.110	25.276	0.239
75.120	25.344	0.239
75.130	25.459	0.239
75.140	25.514	0.239
75.150	25.508	0.239
75.160	25.537	0.239
75.170	25.562	0.239
75.180	25.556	0.239
75.190	25.525	0.239
75.200	25.442	0.239
75.210	25.359	0.239
75.220	25.281	0.239
75.230	25.241	0.239
75.240	25.128	0.239
75.250	24.989	0.239
75.260	24.833	0.239
75.270	24.686	0.239
75.280	24.569	0.239
75.290	24.331	0.239
75.300	24.227	0.239
75.310	23.994	0.239
75.320	23.872	0.239
75.330	23.630	0.239
75.340	23.483	0.239
75.350	23.241	0.239
75.360	23.051	0.239
75.370	22.916	0.239
75.380	22.657	0.239
75.390	22.544	0.239
75.400	22.182	0.239
75.410	22.189	0.239
75.420	21.922	0.239
75.430	21.882	0.239
75.440	21.506	0.239
75.450	21.583	0.239
75.460	21.199	0.239
75.470	21.400	0.239
75.480	21.274	0.239
75.490	21.204	0.239
75.500	20.889	0.239
75.510	21.129	0.239
75.520	21.072	0.239
75.530	20.813	0.239
75.540	20.824	0.239
75.550	20.858	0.239
75.560	21.166	0.239
75.570	21.247	0.239
75.580	21.284	0.239
75.590	21.417	0.239
75.600	21.222	0.239
75.610	21.659	0.239
75.620	21.714	0.239
75.630	21.893	0.239
75.640	21.806	0.239
75.650	22.239	0.239
75.660	22.127	0.239
75.670	22.572	0.239
75.680	22.502	0.239
75.690	22.944	0.239
75.700	23.094	0.239
75.710	23.324	0.239
75.720	23.478	0.239
75.730	23.709	0.239
75.740	23.910	0.239
75.750	24.046	0.239
75.760	24.286	0.239
75.770	24.397	0.239
75.780	24.619	0.239
75.790	24.713	0.239
75.800	24.905	0.239
75.810	24.998	0.239
75.820	25.100	0.239
75.830	25.258	0.239
75.840	25.296	0.239
75.850	25.368	0.239
75.860	25.474	0.239
75.870	25.512	0.239
75.880	25.554	0.239
75.890	25.561	0.239
75.900	25.534	0.239
75.910	25.507	0.239
75.920	25.446	0.239
75.930	25.380	0.239
75.940	25.306	0.239
75.950	25.266	0.239
75.960	25.145	0.239
75.970	24.993	0.239
75.980	24.906	0.239
75.990	24.728	0.239
76.000	24.624	0.239
76.010	24.430	0.239
76.020	24.274	0.239
76.030	24.074	0.239
76.040	23.923	0.239
76.050	23.702	0.239
76.060	23.521	0.239
76.070	23.356	0.239
76.080	23.106	0.239
76.090	22.959	0.239
76.100	22.738	0.239
76.110	22.595	0.239
76.120	22.173	0.239
76.130	22.245	0.239
76.140	21.826	0.239
76.150	21.924	0.239
76.160	21.536	0.239
76.170	21.595	0.239
76.180	21.272	0.239
76.190	21.417	0.239
76.200	21.114	0.239
76.210	21.260	0.239
76.220	20.975	0.239
76.230	21.141	0.239
76.240	20.839	0.239
76.250	20.812	0.239
76.260	20.811	0.239
76.270	20.827	0.239
76.280	20.864	0.239
76.290	21.001	0.239
76.300	21.297	0.239
76.310	21.085	0.239
76.320	21.453	0.239
76.330	21.551	0.239
76.340	21.442	0.239
76.350	21.880	0.239
76.360	21.990	0.239
76.370	22.105	0.239
76.380	22.319	0.239
76.390	22.455	0.239
76.400	22.661	0.239
76.410	22.827	0.239
76.420	22.990	0.239
76.430	23.190	0.239
76.440	23.396	0.239
76.450	23.631	0.239
76.460	23.742	0.239
76.470	23.990	0.239
76.480	24.135	0.239
76.490	24.340	0.239
76.500	24.511	0.239
76.510	24.665	0.239
76.520	24.784	0.239
76.530	24.946	0.239
76.540	25.009	0.239
76.550	25.189	0.239
76.560	25.282	0.239
76.570	25.315	0.239
76.580	25.426	0.239
76.590	25.477	0.239
76.600	25.488	0.239
76.610	25.509	0.239
76.620	25.525	0.239
76.630	25.506	0.239
76.640	25.475	0.239
76.650	25.410	0.239
76.660	25.327	0.239
76.670	25.266	0.239
76.680	25.208	0.239
76.690	25.100	0.239
76.700	24.983	0.239
76.710	24.809	0.239
76.720	24.701	0.239
76.730	24.545	0.239
76.740	24.346	0.239
76.750	24.216	0.239
76.760	24.000	0.239
76.770	23.848	0.239
76.780	23.675	0.239
76.790	23.446	0.239
76.800	23.277	0.239
76.810	23.052	0.239
76.820	22.910	0.239
76.830	22.663	0.239
76.840	22.533	0.239
76.850	22.098	0.239
76.860	22.208	0.239
76.870	21.919	0.239
76.880	21.896	0.239
76.890	21.706	0.239
76.900	21.619	0.239
76.910	21.231	0.239
76.920	21.419	0.239
76.930	21.117	0.239
76.940	21.266	0.239
76.950	20.934	0.239
76.960	21.148	0.239
76.970	21.125	0.239
76.980	20.862	0.239
76.990	20.848	0.239
77.000	20.886	0.239
77.010	21.172	0.239
77.020	21.283	0.239
77.030	21.106	0.239
77.040	21.414	0.239
77.050	21.494	0.239
77.060	21.669	0.239
77.070	21.505	0.239
77.080	21.912	0.239
77.090	21.804	0.239
77.100	22.237	0.239
77.110	22.257	0.239
77.120	22.540	0.239
77.130	22.693	0.239
77.140	22.903	0.239
77.150	23.087	0.239
77.160	23.279	0.239
77.170	23.463	0.239
77.180	23.655	0.239
77.190	23.826	0.239
77.200	24.022	0.239
77.210	24.202	0.239
77.220	24.351	0.239
77.230	24.556	0.239
77.240	24.684	0.239
77.250	24.808	0.239
77.260	24.979	0.239
77.270	25.025	0.239
77.280	25.187	0.239
77.290	25.276	0.239
77.300	25.292	0.239
77.310	25.355	0.239
77.320	25.428	0.239
77.330	25.469	0.239
77.340	25.494	0.239
77.350	25.489	0.239
77.360	25.466	0.239
77.370	25.396	0.239
77.380	25.330	0.239
77.390	25.303	0.239
77.400	25.221	0.239
77.410	25.073	0.239
77.420	24.956	0.239
77.430	24.882	0.239
77.440	24.704	0.239
77.450	24.605	0.239
77.460	24.406	0.239
77.470	24.288	0.239
77.480	24.055	0.239
77.490	23.938	0.239
77.500	23.692	0.239
77.510	23.531	0.239
77.520	23.341	0.239
77.530	23.142	0.239
77.540	22.947	0.239
77.550	22.749	0.239
77.560	22.640	0.239
77.570	22.406	0.239
77.580	22.307	0.239
77.590	21.901	0.239
77.600	21.995	0.239
77.610	21.598	0.239
77.620	21.666	0.239
77.630	21.613	0.239
77.640	21.199	0.239
77.650	21.142	0.239
77.660	21.304	0.239
77.670	21.204	0.239
77.680	20.950	0.239
77.690	21.159	0.239
77.700	21.149	0.239
77.710	21.140	0.239
77.720	21.156	0.239
77.730	21.202	0.239
77.740	21.244	0.239
77.750	21.285	0.239
77.760	21.392	0.239
77.770	21.236	0.239
77.780	21.643	0.239
77.790	21.448	0.239
77.800	21.886	0.239
77.810	22.010	0.239
77.820	22.150	0.239
77.830	22.304	0.239
77.840	22.496	0.239
77.850	22.633	0.239
77.860	22.846	0.239
77.870	22.983	0.239
77.880	23.214	0.239
77.890	23.372	0.239
77.900	23.607	0.239
77.910	23.739	0.239
77.920	23.983	0.239
77.930	24.089	0.239
77.940	24.329	0.239
77.950	24.414	0.239
77.960	24.641	0.239
77.970	24.721	0.239
77.980	24.913	0.239
77.990	24.981	0.239
78.000	25.139	0.239
78.010	25.237	0.239
78.020	25.270	0.239
78.030	25.346	0.239
78.040	25.435	0.239
78.050	25.473	0.239
78.060	25.493	0.239
78.070	25.484	0.239
78.080	25.448	0.239
78.090	25.408	0.239
78.100	25.355	0.239
78.110	25.316	0.239
78.120	25.259	0.239
78.130	25.180	0.239
78.140	25.020	0.239
78.150	24.941	0.239
78.160	24.829	0.239
78.170	24.647	0.239
78.180	24.516	0.239
78.190	24.335	0.239
78.200	24.157	0.239
78.210	24.006	0.239
78.220	23.781	0.239
78.230	23.655	0.239
78.240	23.435	0.239
78.250	23.253	0.239
78.260	23.050	0.239
78.270	22.890	0.239
78.280	22.493	0.239
78.290	22.531	0.239
78.300	22.332	0.239
78.310	22.189	0.239
78.320	22.003	0.239
78.330	21.890	0.239
78.340	21.721	0.239
78.350	21.595	0.239
78.360	21.444	0.239
78.370	21.412	0.239
78.380	21.127	0.239
78.390	21.303	0.239
78.400	21.026	0.239
78.410	21.175	0.239
78.420	21.002	0.239
78.430	20.877	0.239
78.440	20.884	0.239
78.450	20.930	0.239
78.460	21.221	0.239
78.470	21.306	0.239
78.480	21.103	0.239
78.490	21.437	0.239
78.500	21.535	0.239
78.510	21.672	0.239
78.520	21.524	0.239
78.530	21.923	0.239
78.540	21.819	0.239
78.550	22.252	0.239
78.560	22.169	0.239
78.570	22.546	0.239
78.580	22.683	0.239
78.590	22.913	0.239
78.600	23.080	0.239
78.610	23.302	0.239
78.620	23.452	0.239
78.630	23.683	0.239
78.640	23.823	0.239
78.650	24.016	0.239
78.660	24.204	0.239
78.670	24.340	0.239
78.680	24.532	0.239
78.690	24.673	0.239
78.700	24.788	0.239
78.710	24.968	0.239
78.720	25.010	0.239
78.730	25.172	0.239
78.740	25.269	0.239
78.750	25.269	0.239
78.760	25.379	0.239
78.770	25.425	0.239
78.780	25.428	0.239
78.790	25.410	0.239
78.800	25.400	0.239
78.810	25.386	0.239
78.820	25.338	0.239
78.830	25.293	0.239
78.840	25.271	0.239
78.850	25.205	0.239
78.860	25.105	0.239
78.870	24.971	0.239
78.880	24.836	0.239
78.890	24.711	0.239
78.900	24.593	0.239
78.910	24.369	0.239
78.920	24.290	0.239
78.930	24.048	0.239
78.940	23.944	0.239
78.950	23.702	0.239
78.960	23.576	0.239
78.970	23.334	0.239
78.980	23.208	0.239
78.990	22.911	0.239
79.000	22.824	0.239
79.010	22.594	0.239
79.020	22.473	0.239
79.030	22.295	0.239
79.040	22.127	0.239
79.050	21.954	0.239
79.060	21.884	0.239
79.070	21.672	0.239
79.080	21.611	0.239
79.090	21.248	0.239
79.100	21.419	0.239
79.110	21.315	0.239
79.120	21.314	0.239
79.130	21.162	0.239
79.140	20.950	0.239
79.150	21.168	0.239
79.160	21.193	0.239
79.170	21.205	0.239
79.180	21.247	0.239
79.190	21.276	0.239
79.200	21.360	0.239
79.210	21.411	0.239
79.220	21.255	0.239
79.230	21.636	0.239
79.240	21.709	0.239
79.250	21.871	0.239
79.260	21.985	0.239
79.270	22.186	0.239
79.280	22.314	0.239
79.290	22.494	0.239
79.300	22.639	0.239
79.310	22.840	0.239
79.320	22.998	0.239
79.330	23.190	0.239
79.340	23.391	0.239
79.350	23.596	0.239
79.360	23.715	0.239
79.370	23.972	0.239
79.380	24.065	0.239
79.390	24.314	0.239
79.400	24.390	0.239
79.410	24.621	0.239
79.420	24.689	0.239
79.430	24.877	0.239
79.440	24.979	0.239
79.450	25.051	0.239
79.460	25.196	0.239
79.470	25.272	0.239
79.480	25.296	0.239
79.490	25.356	0.239
79.500	25.423	0.239
79.510	25.444	0.239
79.520	25.438	0.239
79.530	25.398	0.239
79.540	25.350	0.239
79.550	25.319	0.239
79.560	25.283	0.239
79.570	25.213	0.239
79.580	25.070	0.239
79.590	24.974	0.239
79.600	24.913	0.239
79.610	24.736	0.239
79.620	24.627	0.239
79.630	24.458	0.239
79.640	24.315	0.239
79.650	24.125	0.239
79.660	23.995	0.239
79.670	23.766	0.239
79.680	23.632	0.239
79.690	23.411	0.239
79.700	23.260	0.239
79.710	23.035	0.239
79.720	22.917	0.239
79.730	22.461	0.239
79.740	22.558	0.239
79.750	22.132	0.239
79.760	22.242	0.239
79.770	21.811	0.239
79.780	21.943	0.239
79.790	21.521	0.239
79.800	21.623	0.239
79.810	21.587	0.239
79.820	21.212	0.239
79.830	21.134	0.239
79.840	21.300	0.239
79.850	21.282	0.239
79.860	20.967	0.239
79.870	20.953	0.239
79.880	21.167	0.239
79.890	21.187	0.239
79.900	21.207	0.239
79.910	21.258	0.239
79.920	21.321	0.239
79.930	21.397	0.239
79.940	21.211	0.239
79.950	21.627	0.239
79.960	21.428	0.239
79.970	21.814	0.239
79.980	21.972	0.239
79.990	22.070	0.239
80.000	22.275	0.239
80.010	22.381	0.239
80.020	22.612	0.239
80.030	22.740	0.239
80.040	22.924	0.239
80.050	23.116	0.239
80.060	23.274	0.239
80.070	23.501	0.239
80.080	23.641	0.239
80.090	23.864	0.239
80.100	23.988	0.239
80.110	24.206	0.239
80.120	24.308	0.239
80.130	24.522	0.239
80.140	24.615	0.239
80.150	24.799	0.239
80.160	24.940	0.239
80.170	25.007	0.239
80.180	25.143	0.239
80.190	25.224	0.239
80.200	25.279	0.239
80.210	25.364	0.239
80.220	25.397	0.239
80.230	25.374	0.239
80.240	25.377	0.239
80.250	25.376	0.239
80.260	25.354	0.239
80.270	25.327	0.239
80.280	25.283	0.239
80.290	25.256	0.239
80.300	25.181	0.239
80.310	25.081	0.239
80.320	24.977	0.239
80.330	24.813	0.239
80.340	24.687	0.239
80.350	24.578	0.239
80.360	24.358	0.239
80.370	24.266	0.239
80.380	24.033	0.239
80.390	23.937	0.239
80.400	23.699	0.239
80.410	23.582	0.239
80.420	23.336	0.239
80.430	23.215	0.239
80.440	22.947	0.239
80.450	22.842	0.239
80.460	22.609	0.239
80.470	22.509	0.239
80.480	22.280	0.239
80.490	22.180	0.239
80.500	21.981	0.239
80.510	21.916	0.239
80.520	21.506	0.239
80.530	21.621	0.239
80.540	21.538	0.239
80.550	21.249	0.239
80.560	21.128	0.239
80.570	21.298	0.239
80.580	21.293	0.239
80.590	21.038	0.239
80.600	20.959	0.239
80.610	21.045	0.239
80.620	21.211	0.239
