#Motion Sensor Data File Sep 25, 2017 5:44 PM
#Time (s)	Distance (cm)	Dist Error (cm)
#0.000	17.771	0.239
96.100	24.608	0.239
96.110	24.645	0.239
96.120	24.743	0.239
96.130	24.866	0.239
96.140	24.938	0.239
96.150	24.963	0.239
96.160	25.001	0.239
96.170	25.038	0.239
96.180	25.067	0.239
96.190	25.066	0.239
96.200	25.047	0.239
96.210	25.046	0.239
96.220	25.020	0.239
96.230	24.997	0.239
96.240	24.957	0.239
96.250	24.891	0.239
96.260	24.761	0.239
96.270	24.670	0.239
96.280	24.596	0.239
96.290	24.448	0.239
96.300	24.331	0.239
96.310	24.227	0.239
96.320	24.058	0.239
96.330	23.975	0.239
96.340	23.772	0.239
96.350	23.676	0.239
96.360	23.460	0.239
96.370	23.334	0.239
96.380	23.174	0.239
96.390	22.988	0.239
96.400	22.910	0.239
96.410	22.710	0.239
96.420	22.628	0.239
96.430	22.429	0.239
96.440	22.329	0.239
96.450	22.225	0.239
96.460	22.047	0.239
96.470	21.999	0.239
96.480	21.912	0.239
96.490	21.549	0.239
96.500	21.690	0.239
96.510	21.603	0.239
96.520	21.636	0.239
96.530	21.605	0.239
96.540	21.539	0.239
96.550	21.551	0.239
96.560	21.558	0.239
96.570	21.566	0.239
96.580	21.586	0.239
96.590	21.628	0.239
96.600	21.696	0.239
96.610	21.716	0.239
96.620	21.560	0.239
96.630	21.963	0.239
96.640	21.975	0.239
96.650	22.077	0.239
96.660	22.261	0.239
96.670	22.341	0.239
96.680	22.529	0.239
96.690	22.636	0.239
96.700	22.811	0.239
96.710	22.913	0.239
96.720	23.109	0.239
96.730	23.233	0.239
96.740	23.395	0.239
96.750	23.575	0.239
96.760	23.685	0.239
96.770	23.886	0.239
96.780	23.984	0.239
96.790	24.163	0.239
96.800	24.295	0.239
96.810	24.389	0.239
96.820	24.543	0.239
96.830	24.645	0.239
96.840	24.734	0.239
96.850	24.832	0.239
96.860	24.908	0.239
96.870	24.975	0.239
96.880	25.026	0.239
96.890	25.046	0.239
96.900	25.041	0.239
96.910	25.053	0.239
96.920	25.056	0.239
96.930	25.051	0.239
96.940	25.023	0.239
96.950	24.988	0.239
96.960	24.948	0.239
96.970	24.917	0.239
96.980	24.847	0.239
96.990	24.738	0.239
97.000	24.655	0.239
97.010	24.556	0.239
97.020	24.382	0.239
97.030	24.321	0.239
97.040	24.126	0.239
97.050	24.000	0.239
97.060	23.892	0.239
97.070	23.689	0.239
97.080	23.601	0.239
97.090	23.390	0.239
97.100	23.281	0.239
97.110	23.087	0.239
97.120	22.961	0.239
97.130	22.809	0.239
97.140	22.645	0.239
97.150	22.566	0.239
97.160	22.333	0.239
97.170	22.280	0.239
97.180	22.098	0.239
97.190	22.003	0.239
97.200	21.933	0.239
97.210	21.786	0.239
97.220	21.733	0.239
97.230	21.448	0.239
97.240	21.662	0.239
97.250	21.617	0.239
97.260	21.556	0.239
97.270	21.546	0.239
97.280	21.545	0.239
97.290	21.565	0.239
97.300	21.599	0.239
97.310	21.611	0.239
97.320	21.605	0.239
97.330	21.656	0.239
97.340	21.753	0.239
97.350	21.851	0.239
97.360	21.975	0.239
97.370	22.012	0.239
97.380	22.191	0.239
97.390	22.259	0.239
97.400	22.400	0.239
97.410	22.588	0.239
97.420	22.626	0.239
97.430	22.874	0.239
97.440	22.950	0.239
97.450	23.164	0.239
97.460	23.292	0.239
97.470	23.432	0.239
97.480	23.642	0.239
97.490	23.731	0.239
97.500	23.941	0.239
97.510	24.017	0.239
97.520	24.209	0.239
97.530	24.290	0.239
97.540	24.418	0.239
97.550	24.584	0.239
97.560	24.639	0.239
97.570	24.754	0.239
97.580	24.873	0.239
97.590	24.928	0.239
97.600	24.978	0.239
97.610	25.016	0.239
97.620	25.041	0.239
97.630	25.044	0.239
97.640	25.042	0.239
97.650	25.033	0.239
97.660	25.010	0.239
97.670	24.987	0.239
97.680	24.969	0.239
97.690	24.951	0.239
97.700	24.885	0.239
97.710	24.790	0.239
97.720	24.698	0.239
97.730	24.607	0.239
97.740	24.438	0.239
97.750	24.350	0.239
97.760	24.246	0.239
97.770	24.047	0.239
97.780	23.973	0.239
97.790	23.774	0.239
97.800	23.678	0.239
97.810	23.523	0.239
97.820	23.315	0.239
97.830	23.232	0.239
97.840	23.020	0.239
97.850	22.916	0.239
97.860	22.730	0.239
97.870	22.613	0.239
97.880	22.487	0.239
97.890	22.142	0.239
97.900	22.248	0.239
97.910	21.878	0.239
97.920	21.984	0.239
97.930	21.948	0.239
97.940	21.694	0.239
97.950	21.727	0.239
97.960	21.657	0.239
97.970	21.634	0.239
97.980	21.650	0.239
97.990	21.628	0.239
98.000	21.601	0.239
98.010	21.591	0.239
98.020	21.611	0.239
98.030	21.653	0.239
98.040	21.695	0.239
98.050	21.694	0.239
98.060	21.508	0.239
98.070	21.868	0.239
98.080	21.953	0.239
98.090	22.020	0.239
98.100	22.127	0.239
98.110	22.263	0.239
98.120	22.387	0.239
98.130	22.570	0.239
98.140	22.664	0.239
98.150	22.852	0.239
98.160	22.932	0.239
98.170	23.138	0.239
98.180	23.227	0.239
98.190	23.402	0.239
98.200	23.590	0.239
98.210	23.688	0.239
98.220	23.880	0.239
98.230	23.973	0.239
98.240	24.162	0.239
98.250	24.298	0.239
98.260	24.370	0.239
98.270	24.545	0.239
98.280	24.600	0.239
98.290	24.728	0.239
98.300	24.787	0.239
98.310	24.867	0.239
98.320	24.961	0.239
98.330	25.024	0.239
98.340	25.019	0.239
98.350	25.022	0.239
98.360	25.047	0.239
98.370	25.041	0.239
98.380	25.023	0.239
98.390	25.005	0.239
98.400	24.977	0.239
98.410	24.955	0.239
98.420	24.898	0.239
98.430	24.811	0.239
98.440	24.693	0.239
98.450	24.624	0.239
98.460	24.480	0.239
98.470	24.372	0.239
98.480	24.302	0.239
98.490	24.098	0.239
98.500	24.020	0.239
98.510	23.838	0.239
98.520	23.687	0.239
98.530	23.561	0.239
98.540	23.379	0.239
98.550	23.271	0.239
98.560	23.050	0.239
98.570	22.959	0.239
98.580	22.760	0.239
98.590	22.634	0.239
98.600	22.526	0.239
98.610	22.167	0.239
98.620	22.304	0.239
98.630	22.114	0.239
98.640	21.897	0.239
98.650	21.965	0.239
98.660	21.826	0.239
98.670	21.735	0.239
98.680	21.446	0.239
98.690	21.629	0.239
98.700	21.646	0.239
98.710	21.576	0.239
98.720	21.557	0.239
98.730	21.556	0.239
98.740	21.559	0.239
98.750	21.580	0.239
98.760	21.635	0.239
98.770	21.685	0.239
98.780	21.649	0.239
98.790	21.524	0.239
98.800	21.918	0.239
98.810	21.960	0.239
98.820	22.084	0.239
98.830	22.246	0.239
98.840	22.292	0.239
98.850	22.476	0.239
98.860	22.586	0.239
98.870	22.710	0.239
98.880	22.902	0.239
98.890	23.004	0.239
98.900	23.201	0.239
98.910	23.303	0.239
98.920	23.499	0.239
98.930	23.597	0.239
98.940	23.798	0.239
98.950	23.948	0.239
98.960	24.041	0.239
98.970	24.220	0.239
98.980	24.301	0.239
98.990	24.446	0.239
99.000	24.578	0.239
99.010	24.654	0.239
99.020	24.761	0.239
99.030	24.798	0.239
99.040	24.922	0.239
99.050	24.985	0.239
99.060	25.027	0.239
99.070	25.004	0.239
99.080	25.016	0.239
99.090	25.019	0.239
99.100	25.014	0.239
99.110	25.000	0.239
99.120	24.977	0.239
99.130	24.963	0.239
99.140	24.910	0.239
99.150	24.857	0.239
99.160	24.753	0.239
99.170	24.688	0.239
99.180	24.575	0.239
99.190	24.406	0.239
99.200	24.344	0.239
99.210	24.215	0.239
99.220	24.020	0.239
99.230	23.945	0.239
99.240	23.751	0.239
99.250	23.651	0.239
99.260	23.491	0.239
99.270	23.309	0.239
99.280	23.217	0.239
99.290	23.002	0.239
99.300	22.919	0.239
99.310	22.707	0.239
99.320	22.637	0.239
99.330	22.455	0.239
99.340	22.295	0.239
99.350	22.251	0.239
99.360	22.065	0.239
99.370	21.965	0.239
99.380	21.951	0.239
99.390	21.610	0.239
99.400	21.738	0.239
99.410	21.634	0.239
99.420	21.628	0.239
99.430	21.648	0.239
99.440	21.604	0.239
99.450	21.577	0.239
99.460	21.580	0.239
99.470	21.592	0.239
99.480	21.626	0.239
99.490	21.667	0.239
99.500	21.718	0.239
99.510	21.515	0.239
99.520	21.853	0.239
99.530	21.955	0.239
99.540	21.988	0.239
99.550	22.138	0.239
99.560	22.257	0.239
99.570	22.346	0.239
99.580	22.517	0.239
99.590	22.426	0.239
99.600	22.786	0.239
99.610	22.948	0.239
99.620	23.045	0.239
99.630	23.272	0.239
99.640	23.361	0.239
99.650	23.567	0.239
99.660	23.652	0.239
99.670	23.840	0.239
99.680	23.959	0.239
99.690	24.065	0.239
99.700	24.258	0.239
99.710	24.312	0.239
99.720	24.440	0.239
99.730	24.602	0.239
99.740	24.648	0.239
99.750	24.725	0.239
99.760	24.853	0.239
99.770	24.916	0.239
99.780	24.953	0.239
99.790	24.987	0.239
99.800	25.011	0.239
99.810	25.023	0.239
99.820	25.018	0.239
99.830	25.021	0.239
99.840	25.007	0.239
99.850	24.980	0.239
99.860	24.931	0.239
99.870	24.866	0.239
99.880	24.744	0.239
99.890	24.666	0.239
99.900	24.605	0.239
99.910	24.483	0.239
99.920	24.344	0.239
99.930	24.270	0.239
99.940	24.105	0.239
99.950	24.023	0.239
99.960	23.850	0.239
99.970	23.676	0.239
99.980	23.594	0.239
99.990	23.390	0.239
100.000	23.286	0.239
100.010	23.083	0.239
100.020	22.953	0.239
100.030	22.784	0.239
100.040	22.649	0.239
100.050	22.580	0.239
100.060	22.389	0.239
100.070	22.315	0.239
100.080	22.185	0.239
100.090	22.046	0.239
100.100	21.994	0.239
100.110	21.919	0.239
100.120	21.540	0.239
100.130	21.706	0.239
100.140	21.658	0.239
100.150	21.609	0.239
100.160	21.634	0.239
100.170	21.650	0.239
100.180	21.615	0.239
100.190	21.631	0.239
100.200	21.664	0.239
100.210	21.689	0.239
100.220	21.692	0.239
100.230	21.493	0.239
100.240	21.832	0.239
100.250	21.955	0.239
100.260	21.997	0.239
100.270	21.923	0.239
100.280	22.253	0.239
100.290	22.324	0.239
100.300	22.439	0.239
100.310	22.589	0.239
100.320	22.764	0.239
100.330	22.887	0.239
100.340	23.024	0.239
100.350	23.208	0.239
100.360	23.327	0.239
100.370	23.506	0.239
100.380	23.600	0.239
100.390	23.788	0.239
100.400	23.928	0.239
100.410	24.061	0.239
100.420	24.201	0.239
100.430	24.307	0.239
100.440	24.444	0.239
100.450	24.529	0.239
100.460	24.644	0.239
100.470	24.746	0.239
100.480	24.766	0.239
100.490	24.872	0.239
100.500	24.953	0.239
100.510	25.008	0.239
100.520	25.037	0.239
100.530	25.010	0.239
100.540	25.005	0.239
100.550	24.995	0.239
100.560	24.977	0.239
100.570	24.949	0.239
100.580	24.927	0.239
100.590	24.896	0.239
100.600	24.830	0.239
100.610	24.734	0.239
100.620	24.647	0.239
100.630	24.538	0.239
100.640	24.391	0.239
100.650	24.343	0.239
100.660	24.178	0.239
100.670	24.018	0.239
100.680	23.944	0.239
100.690	23.736	0.239
100.700	23.653	0.239
100.710	23.446	0.239
100.720	23.290	0.239
100.730	23.194	0.239
100.740	22.948	0.239
100.750	22.921	0.239
100.760	22.726	0.239
100.770	22.644	0.239
100.780	22.445	0.239
100.790	22.306	0.239
100.800	22.253	0.239
100.810	22.071	0.239
100.820	21.976	0.239
100.830	21.936	0.239
100.840	21.806	0.239
100.850	21.740	0.239
100.860	21.464	0.239
100.870	21.635	0.239
100.880	21.651	0.239
100.890	21.615	0.239
100.900	21.584	0.239
100.910	21.583	0.239
100.920	21.599	0.239
100.930	21.632	0.239
100.940	21.653	0.239
100.950	21.712	0.239
100.960	21.539	0.239
100.970	21.890	0.239
100.980	21.958	0.239
100.990	22.038	0.239
101.000	22.162	0.239
101.010	22.264	0.239
101.020	22.388	0.239
101.030	22.554	0.239
101.040	22.639	0.239
101.050	22.827	0.239
101.060	22.894	0.239
101.070	23.095	0.239
101.080	23.258	0.239
101.090	23.386	0.239
101.100	23.591	0.239
101.110	23.684	0.239
101.120	23.872	0.239
101.130	23.948	0.239
101.140	24.111	0.239
101.150	24.269	0.239
101.160	24.345	0.239
101.170	24.490	0.239
101.180	24.579	0.239
101.190	24.681	0.239
101.200	24.770	0.239
101.210	24.812	0.239
101.220	24.918	0.239
101.230	24.973	0.239
101.240	25.007	0.239
101.250	25.005	0.239
101.260	24.991	0.239
101.270	24.986	0.239
101.280	24.976	0.239
101.290	24.958	0.239
101.300	24.961	0.239
101.310	24.917	0.239
101.320	24.847	0.239
101.330	24.760	0.239
101.340	24.698	0.239
101.350	24.599	0.239
101.360	24.425	0.239
101.370	24.338	0.239
101.380	24.260	0.239
101.390	24.065	0.239
101.400	23.991	0.239
101.410	23.856	0.239
101.420	23.670	0.239
101.430	23.583	0.239
101.440	23.401	0.239
101.450	23.276	0.239
101.460	23.120	0.239
101.470	22.942	0.239
101.480	22.834	0.239
101.490	22.463	0.239
101.500	22.552	0.239
101.510	22.370	0.239
101.520	22.313	0.239
101.530	22.222	0.239
101.540	22.036	0.239
101.550	22.022	0.239
101.560	21.935	0.239
101.570	21.559	0.239
101.580	21.726	0.239
101.590	21.686	0.239
101.600	21.620	0.239
101.610	21.632	0.239
101.620	21.648	0.239
101.630	21.656	0.239
101.640	21.681	0.239
101.650	21.679	0.239
101.660	21.678	0.239
101.670	21.475	0.239
101.680	21.517	0.239
101.690	21.890	0.239
101.700	21.966	0.239
101.710	22.004	0.239
101.720	22.105	0.239
101.730	22.255	0.239
101.740	22.327	0.239
101.750	22.532	0.239
101.760	22.604	0.239
101.770	22.771	0.239
101.780	22.894	0.239
101.790	23.026	0.239
101.800	23.223	0.239
101.810	23.321	0.239
101.820	23.504	0.239
101.830	23.594	0.239
101.840	23.747	0.239
101.850	23.931	0.239
101.860	23.999	0.239
101.870	24.182	0.239
101.880	24.297	0.239
101.890	24.356	0.239
101.900	24.506	0.239
101.910	24.608	0.239
101.920	24.641	0.239
101.930	24.722	0.239
101.940	24.815	0.239
101.950	24.887	0.239
101.960	24.925	0.239
101.970	24.945	0.239
101.980	24.974	0.239
101.990	24.990	0.239
102.000	24.980	0.239
102.010	24.962	0.239
102.020	24.935	0.239
102.030	24.899	0.239
102.040	24.838	0.239
102.050	24.729	0.239
102.060	24.646	0.239
102.070	24.607	0.239
102.080	24.507	0.239
102.090	24.372	0.239
102.100	24.311	0.239
102.110	24.159	0.239
102.120	24.025	0.239
102.130	23.925	0.239
102.140	23.739	0.239
102.150	23.656	0.239
102.160	23.461	0.239
102.170	23.327	0.239
102.180	23.214	0.239
102.190	23.011	0.239
102.200	22.945	0.239
102.210	22.750	0.239
102.220	22.642	0.239
102.230	22.512	0.239
102.240	22.339	0.239
102.250	22.295	0.239
102.260	22.121	0.239
102.270	21.987	0.239
102.280	21.964	0.239
102.290	21.895	0.239
102.300	21.575	0.239
102.310	21.720	0.239
102.320	21.474	0.239
102.330	21.632	0.239
102.340	21.635	0.239
102.350	21.643	0.239
102.360	21.646	0.239
102.370	21.653	0.239
102.380	21.665	0.239
102.390	21.668	0.239
102.400	21.487	0.239
102.410	21.580	0.239
102.420	21.936	0.239
102.430	21.973	0.239
102.440	22.067	0.239
102.450	22.160	0.239
102.460	22.305	0.239
102.470	22.399	0.239
102.480	22.552	0.239
102.490	22.667	0.239
102.500	22.838	0.239
102.510	22.914	0.239
102.520	23.089	0.239
102.530	23.196	0.239
102.540	23.392	0.239
102.550	23.555	0.239
102.560	23.661	0.239
102.570	23.836	0.239
102.580	23.934	0.239
102.590	24.074	0.239
102.600	24.237	0.239
102.610	24.322	0.239
102.620	24.445	0.239
102.630	24.569	0.239
102.640	24.667	0.239
102.650	24.730	0.239
102.660	24.768	0.239
102.670	24.869	0.239
102.680	24.946	0.239
102.690	24.983	0.239
102.700	25.008	0.239
102.710	24.998	0.239
102.720	24.989	0.239
102.730	24.979	0.239
102.740	24.973	0.239
102.750	24.951	0.239
102.760	24.902	0.239
102.770	24.862	0.239
102.780	24.784	0.239
102.790	24.710	0.239
102.800	24.618	0.239
102.810	24.454	0.239
102.820	24.349	0.239
102.830	24.288	0.239
102.840	24.098	0.239
102.850	24.002	0.239
102.860	23.885	0.239
102.870	23.690	0.239
102.880	23.607	0.239
102.890	23.421	0.239
102.900	23.304	0.239
102.910	23.131	0.239
102.920	22.979	0.239
102.930	22.905	0.239
102.940	22.698	0.239
102.950	22.624	0.239
102.960	22.433	0.239
102.970	22.307	0.239
102.980	22.259	0.239
102.990	22.068	0.239
103.000	22.003	0.239
103.010	21.946	0.239
103.020	21.846	0.239
103.030	21.772	0.239
103.040	21.504	0.239
103.050	21.434	0.239
103.060	21.652	0.239
103.070	21.664	0.239
103.080	21.667	0.239
103.090	21.657	0.239
103.100	21.656	0.239
103.110	21.690	0.239
103.120	21.727	0.239
103.130	21.532	0.239
103.140	21.828	0.239
103.150	21.960	0.239
103.160	21.972	0.239
103.170	22.091	0.239
103.180	22.245	0.239
103.190	22.304	0.239
103.200	22.453	0.239
103.210	22.594	0.239
103.220	22.631	0.239
103.230	22.884	0.239
103.240	22.952	0.239
103.250	23.157	0.239
103.260	23.254	0.239
103.270	23.404	0.239
103.280	23.605	0.239
103.290	23.690	0.239
103.300	23.873	0.239
103.310	23.963	0.239
103.320	24.082	0.239
103.330	24.270	0.239
103.340	24.329	0.239
103.350	24.457	0.239
103.360	24.602	0.239
103.370	24.644	0.239
103.380	24.724	0.239
103.390	24.817	0.239
103.400	24.890	0.239
103.410	24.927	0.239
103.420	24.969	0.239
103.430	24.994	0.239
103.440	25.001	0.239
103.450	25.008	0.239
103.460	24.990	0.239
103.470	24.963	0.239
103.480	24.923	0.239
103.490	24.871	0.239
103.500	24.771	0.239
103.510	24.679	0.239
103.520	24.614	0.239
103.530	24.548	0.239
103.540	24.388	0.239
103.550	24.331	0.239
103.560	24.175	0.239
103.570	24.040	0.239
103.580	23.966	0.239
103.590	23.759	0.239
103.600	23.671	0.239
103.610	23.490	0.239
103.620	23.351	0.239
103.630	23.264	0.239
103.640	23.070	0.239
103.650	22.969	0.239
103.660	22.775	0.239
103.670	22.636	0.239
103.680	22.570	0.239
103.690	22.372	0.239
103.700	22.323	0.239
103.710	22.193	0.239
103.720	22.059	0.239
103.730	21.997	0.239
103.740	21.945	0.239
103.750	21.793	0.239
103.760	21.744	0.239
103.770	21.700	0.239
103.780	21.643	0.239
103.790	21.646	0.239
103.800	21.663	0.239
103.810	21.670	0.239
103.820	21.682	0.239
103.830	21.689	0.239
103.840	21.688	0.239
103.850	21.524	0.239
103.860	21.841	0.239
103.870	21.960	0.239
103.880	21.972	0.239
103.890	22.069	0.239
103.900	22.214	0.239
103.910	22.308	0.239
103.920	22.440	0.239
103.930	22.576	0.239
103.940	22.670	0.239
103.950	22.854	0.239
103.960	22.917	0.239
103.970	23.109	0.239
103.980	23.246	0.239
103.990	23.365	0.239
104.000	23.553	0.239
104.010	23.664	0.239
104.020	23.847	0.239
104.030	23.949	0.239
104.040	24.068	0.239
104.050	24.235	0.239
104.060	24.303	0.239
104.070	24.448	0.239
104.080	24.567	0.239
104.090	24.613	0.239
104.100	24.707	0.239
104.110	24.770	0.239
104.120	24.859	0.239
104.130	24.931	0.239
104.140	24.960	0.239
104.150	24.993	0.239
104.160	25.005	0.239
104.170	25.008	0.239
104.180	24.998	0.239
104.190	24.976	0.239
104.200	24.940	0.239
104.210	24.888	0.239
104.220	24.826	0.239
104.230	24.700	0.239
104.240	24.630	0.239
104.250	24.591	0.239
104.260	24.465	0.239
104.270	24.347	0.239
104.280	24.261	0.239
104.290	24.092	0.239
104.300	24.000	0.239
104.310	23.823	0.239
104.320	23.697	0.239
104.330	23.580	0.239
104.340	23.402	0.239
104.350	23.281	0.239
104.360	23.116	0.239
104.370	22.977	0.239
104.380	22.835	0.239
104.390	22.692	0.239
104.400	22.618	0.239
104.410	22.440	0.239
104.420	22.323	0.239
104.430	22.257	0.239
104.440	22.097	0.239
104.450	21.984	0.239
104.460	21.944	0.239
104.470	21.891	0.239
104.480	21.809	0.239
104.490	21.528	0.239
104.500	21.458	0.239
104.510	21.668	0.239
104.520	21.671	0.239
104.530	21.666	0.239
104.540	21.669	0.239
104.550	21.680	0.239
104.560	21.705	0.239
104.570	21.510	0.239
104.580	21.591	0.239
104.590	21.917	0.239
104.600	21.967	0.239
104.610	22.043	0.239
104.620	22.133	0.239
104.630	22.247	0.239
104.640	22.349	0.239
104.650	22.516	0.239
104.660	22.596	0.239
104.670	22.754	0.239
104.680	22.912	0.239
104.690	22.997	0.239
104.700	23.202	0.239
104.710	23.278	0.239
104.720	23.458	0.239
104.730	23.612	0.239
104.740	23.705	0.239
104.750	23.911	0.239
104.760	23.991	0.239
104.770	24.157	0.239
104.780	24.272	0.239
104.790	24.353	0.239
104.800	24.498	0.239
104.810	24.587	0.239
104.820	24.664	0.239
104.830	24.757	0.239
104.840	24.777	0.239
104.850	24.858	0.239
104.860	24.930	0.239
104.870	24.967	0.239
104.880	24.983	0.239
104.890	24.995	0.239
104.900	24.985	0.239
104.910	24.967	0.239
104.920	24.936	0.239
104.930	24.905	0.239
104.940	24.856	0.239
104.950	24.782	0.239
104.960	24.695	0.239
104.970	24.625	0.239
104.980	24.490	0.239
104.990	24.373	0.239
105.000	24.320	0.239
105.010	24.152	0.239
105.020	24.013	0.239
105.030	23.934	0.239
105.040	23.761	0.239
105.050	23.674	0.239
105.060	23.506	0.239
105.070	23.349	0.239
105.080	23.245	0.239
105.090	23.059	0.239
105.100	22.963	0.239
105.110	22.765	0.239
105.120	22.634	0.239
105.130	22.556	0.239
105.140	22.383	0.239
105.150	22.343	0.239
105.160	22.226	0.239
105.170	22.070	0.239
105.180	21.991	0.239
105.190	21.952	0.239
105.200	21.877	0.239
105.210	21.786	0.239
105.220	21.535	0.239
105.230	21.465	0.239
105.240	21.658	0.239
105.250	21.669	0.239
105.260	21.668	0.239
105.270	21.689	0.239
105.280	21.692	0.239
105.290	21.497	0.239
105.300	21.543	0.239
105.310	21.882	0.239
105.320	21.958	0.239
105.330	21.983	0.239
105.340	22.085	0.239
105.350	22.251	0.239
105.360	22.276	0.239
105.370	22.404	0.239
105.380	22.600	0.239
105.390	22.651	0.239
105.400	22.835	0.239
105.410	22.915	0.239
105.420	23.073	0.239
105.430	23.261	0.239
105.440	23.350	0.239
105.450	23.525	0.239
105.460	23.628	0.239
105.470	23.764	0.239
105.480	23.952	0.239
105.490	24.028	0.239
105.500	24.203	0.239
105.510	24.314	0.239
105.520	24.378	0.239
105.530	24.531	0.239
105.540	24.620	0.239
105.550	24.658	0.239
105.560	24.721	0.239
105.570	24.797	0.239
105.580	24.860	0.239
105.590	24.907	0.239
105.600	24.923	0.239
105.610	24.952	0.239
105.620	24.959	0.239
105.630	24.954	0.239
105.640	24.927	0.239
105.650	24.896	0.239
105.660	24.834	0.239
105.670	24.734	0.239
105.680	24.669	0.239
105.690	24.620	0.239
105.700	24.555	0.239
105.710	24.394	0.239
105.720	24.325	0.239
105.730	24.220	0.239
105.740	24.060	0.239
105.750	23.990	0.239
105.760	23.804	0.239
105.770	23.704	0.239
105.780	23.539	0.239
105.790	23.414	0.239
105.800	23.297	0.239
105.810	23.106	0.239
105.820	22.968	0.239
105.830	22.854	0.239
105.840	22.733	0.239
105.850	22.629	0.239
105.860	22.460	0.239
105.870	22.330	0.239
105.880	22.277	0.239
105.890	22.108	0.239
105.900	21.961	0.239
105.910	21.973	0.239
105.920	21.924	0.239
105.930	21.794	0.239
105.940	21.763	0.239
105.950	21.508	0.239
105.960	21.468	0.239
105.970	21.609	0.239
105.980	21.668	0.239
105.990	21.680	0.239
106.000	21.563	0.239
106.010	21.493	0.239
106.020	21.539	0.239
106.030	21.873	0.239
106.040	21.949	0.239
106.050	21.970	0.239
106.060	22.080	0.239
106.070	22.182	0.239
106.080	22.306	0.239
106.090	22.395	0.239
106.100	22.536	0.239
106.110	22.625	0.239
106.120	22.796	0.239
106.130	22.919	0.239
106.140	23.026	0.239
106.150	23.205	0.239
106.160	23.307	0.239
106.170	23.487	0.239
106.180	23.571	0.239
106.190	23.746	0.239
106.200	23.905	0.239
106.210	23.994	0.239
106.220	24.147	0.239
106.230	24.262	0.239
106.240	24.351	0.239
106.250	24.466	0.239
106.260	24.573	0.239
106.270	24.657	0.239
106.280	24.721	0.239
106.290	24.784	0.239
106.300	24.843	0.239
106.310	24.906	0.239
106.320	24.936	0.239
106.330	24.952	0.239
106.340	24.955	0.239
106.350	24.949	0.239
106.360	24.931	0.239
106.370	24.900	0.239
106.380	24.864	0.239
106.390	24.803	0.239
106.400	24.712	0.239
106.410	24.646	0.239
106.420	24.589	0.239
106.430	24.489	0.239
106.440	24.359	0.239
106.450	24.293	0.239
106.460	24.120	0.239
106.470	24.015	0.239
106.480	23.911	0.239
106.490	23.730	0.239
106.500	23.642	0.239
106.510	23.444	0.239
106.520	23.352	0.239
106.530	23.192	0.239
106.540	23.036	0.239
106.550	22.953	0.239
106.560	22.754	0.239
106.570	22.641	0.239
106.580	22.529	0.239
106.590	22.368	0.239
106.600	22.302	0.239
106.610	22.198	0.239
106.620	22.068	0.239
106.630	21.990	0.239
106.640	21.950	0.239
106.650	21.858	0.239
106.660	21.776	0.239
106.670	21.521	0.239
106.680	21.477	0.239
106.690	21.665	0.239
106.700	21.676	0.239
106.710	21.680	0.239
106.720	21.691	0.239
106.730	21.707	0.239
106.740	21.642	0.239
106.750	21.580	0.239
106.760	21.884	0.239
106.770	21.957	0.239
106.780	21.990	0.239
106.790	22.092	0.239
106.800	22.237	0.239
106.810	22.283	0.239
106.820	22.415	0.239
106.830	22.590	0.239
106.840	22.641	0.239
106.850	22.829	0.239
106.860	22.939	0.239
106.870	23.059	0.239
106.880	23.268	0.239
106.890	23.353	0.239
106.900	23.533	0.239
106.910	23.622	0.239
106.920	23.758	0.239
106.930	23.946	0.239
106.940	24.009	0.239
106.950	24.176	0.239
106.960	24.286	0.239
106.970	24.359	0.239
106.980	24.508	0.239
106.990	24.605	0.239
107.000	24.643	0.239
107.010	24.728	0.239
107.020	24.783	0.239
107.030	24.833	0.239
107.040	24.888	0.239
107.050	24.925	0.239
107.060	24.937	0.239
107.070	24.936	0.239
107.080	24.935	0.239
107.090	24.908	0.239
107.100	24.877	0.239
107.110	24.829	0.239
107.120	24.724	0.239
107.130	24.654	0.239
107.140	24.589	0.239
107.150	24.523	0.239
107.160	24.397	0.239
107.170	24.332	0.239
107.180	24.197	0.239
107.190	24.067	0.239
107.200	23.993	0.239
107.210	23.798	0.239
107.220	23.702	0.239
107.230	23.564	0.239
107.240	23.408	0.239
107.250	23.295	0.239
107.260	23.105	0.239
107.270	22.966	0.239
107.280	22.883	0.239
107.290	22.706	0.239
107.300	22.623	0.239
107.310	22.458	0.239
107.320	22.234	0.239
107.330	22.271	0.239
107.340	22.133	0.239
107.350	21.998	0.239
107.360	21.979	0.239
107.370	21.923	0.239
107.380	21.861	0.239
107.390	21.783	0.239
107.400	21.709	0.239
107.410	21.501	0.239
107.420	21.487	0.239
107.430	21.494	0.239
107.440	21.489	0.239
107.450	21.492	0.239
107.460	21.500	0.239
107.470	21.550	0.239
107.480	21.889	0.239
107.490	21.973	0.239
107.500	21.964	0.239
107.510	22.083	0.239
107.520	22.211	0.239
107.530	22.295	0.239
107.540	22.385	0.239
107.550	22.551	0.239
107.560	22.632	0.239
107.570	22.794	0.239
107.580	22.918	0.239
107.590	23.002	0.239
107.600	23.195	0.239
107.610	23.267	0.239
107.620	23.438	0.239
107.630	23.608	0.239
107.640	23.693	0.239
107.650	23.886	0.239
107.660	23.962	0.239
107.670	24.081	0.239
107.680	24.256	0.239
107.690	24.302	0.239
107.700	24.409	0.239
